# Merge in e space of:
# ** C:/spectra for calibration/inasp_1.dat (inasp_1)
# ** C:/spectra for calibration/inasp_2.dat (inasp_2)
# ** C:/spectra for calibration/inasp_3.dat (inasp_3)
#------------------------
#   ee        xmu        bkg        stddev
  12169.818       0.64429933       0.63450315       0.32539686E-01
  12171.169       0.64348900       0.63353660       0.32326607E-01
  12172.540       0.64271367       0.63255648       0.32145414E-01
  12173.892       0.64168967       0.63158932       0.32083274E-01
  12175.263       0.64099233       0.63060917       0.31902766E-01
  12176.634       0.63992067       0.62962848       0.32013684E-01
  12178.005       0.63870467       0.62864774       0.31951172E-01
  12179.377       0.63689767       0.62766704       0.31833853E-01
  12180.749       0.63562567       0.62668575       0.31908388E-01
  12182.120       0.63479200       0.62570514       0.31883742E-01
  12183.512       0.63359467       0.62471030       0.32291672E-01
  12184.902       0.63213633       0.62371615       0.32126559E-01
  12186.295       0.63075033       0.62272072       0.32170102E-01
  12187.686       0.62911967       0.62172608       0.31982354E-01
  12189.077       0.62748200       0.62073151       0.32145893E-01
  12190.470       0.62585867       0.61973639       0.32260511E-01
  12191.881       0.62430733       0.61872763       0.32211964E-01
  12193.273       0.62251967       0.61773269       0.32352358E-01
  12194.685       0.62100800       0.61672414       0.32084161E-01
  12196.096       0.61883767       0.61571577       0.32357935E-01
  12197.509       0.61677100       0.61470680       0.31982542E-01
  12198.921       0.61499400       0.61369795       0.32056955E-01
  12200.352       0.61321333       0.61267630       0.31957094E-01
  12201.765       0.61138833       0.61166701       0.31836976E-01
  12203.197       0.60924567       0.61064500       0.32060967E-01
  12204.628       0.60743433       0.60962307       0.32043939E-01
  12206.061       0.60541767       0.60859994       0.31911886E-01
  12207.495       0.60380300       0.60757704       0.31891994E-01
  12208.927       0.60202567       0.60655488       0.31845208E-01
  12210.361       0.60054100       0.60553233       0.31682932E-01
  12211.813       0.59846400       0.60449626       0.32103651E-01
  12213.264       0.59680333       0.60346110       0.31905202E-01
  12214.699       0.59526567       0.60243840       0.32156200E-01
  12216.151       0.59366933       0.60140300       0.32046666E-01
  12217.624       0.59233667       0.60035348       0.32213888E-01
  12219.077       0.59092300       0.59931780       0.32260095E-01
  12220.531       0.58964300       0.59828234       0.32200137E-01
  12222.004       0.58838667       0.59723287       0.31730246E-01
  12223.476       0.58735233       0.59618428       0.32122668E-01
  12224.933       0.58660267       0.59514748       0.31614470E-01
  12226.405       0.58572300       0.59409947       0.31937271E-01
  12227.898       0.58476667       0.59303742       0.31547501E-01
  12229.372       0.58379567       0.59198852       0.31410433E-01
  12230.847       0.58322100       0.59093919       0.31494174E-01
  12232.341       0.58261700       0.58987735       0.31535528E-01
  12233.834       0.58175033       0.58881574       0.31437058E-01
  12235.329       0.58100233       0.58775379       0.31706611E-01
  12236.824       0.58038000       0.58669152       0.31276328E-01
  12238.318       0.57993167       0.58563020       0.31601469E-01
  12239.814       0.57927500       0.58456850       0.31872002E-01
  12241.328       0.57876033       0.58349366       0.31810878E-01
  12242.824       0.57830400       0.58243264       0.31647001E-01
  12244.339       0.57764033       0.58135779       0.31959300E-01
  12245.853       0.57719300       0.58028401       0.31751040E-01
  12247.369       0.57695933       0.57920990       0.31892644E-01
  12248.885       0.57592867       0.57813545       0.31879963E-01
  12250.420       0.57576833       0.57704865       0.32010408E-01
  12251.937       0.57529033       0.57597436       0.31963771E-01
  12253.471       0.57493533       0.57488829       0.31763397E-01
  12255.009       0.57440067       0.57380067       0.31496839E-01
  12256.527       0.57437800       0.57272698       0.31581841E-01
  12258.081       0.57372433       0.57162806       0.31595129E-01
  12259.619       0.57344000       0.57054167       0.31432403E-01
  12261.155       0.57307233       0.56945651       0.31554665E-01
  12262.711       0.57229900       0.56835762       0.31345218E-01
  12264.250       0.57195733       0.56727198       0.31583134E-01
  12265.807       0.57119100       0.56617334       0.31562756E-01
  12267.364       0.57069367       0.56507527       0.31488304E-01
  12268.922       0.57031700       0.56397763       0.31700563E-01
  12270.481       0.56959567       0.56287923       0.31439072E-01
  12272.058       0.56887767       0.56176854       0.31519521E-01
  12273.617       0.56826700       0.56067183       0.31712023E-01
  12275.195       0.56769200       0.55956159       0.31757565E-01
  12276.772       0.56628067       0.55845253       0.31542260E-01
  12278.352       0.56522567       0.55734271       0.31992329E-01
  12279.931       0.56421800       0.55623346       0.31520493E-01
  12281.511       0.56294000       0.55512415       0.31783411E-01
  12283.091       0.56169000       0.55401608       0.31379901E-01
  12284.689       0.56016967       0.55289527       0.31622472E-01
  12286.270       0.55872000       0.55178708       0.31414182E-01
  12287.870       0.55698933       0.55066612       0.31349254E-01
  12289.471       0.55524167       0.54954580       0.31183891E-01
  12291.071       0.55332967       0.54842620       0.31357604E-01
  12292.672       0.55162033       0.54730649       0.31171578E-01
  12294.291       0.54992000       0.54617557       0.31334513E-01
  12295.893       0.54809067       0.54505658       0.31235864E-01
  12297.514       0.54604100       0.54392494       0.30823009E-01
  12299.136       0.54419467       0.54279339       0.31012708E-01
  12300.756       0.54249000       0.54166388       0.30975079E-01
  12302.380       0.54091033       0.54053315       0.31058675E-01
  12304.001       0.53918533       0.53940441       0.31118198E-01
  12305.625       0.53729900       0.53827446       0.31504583E-01
  12307.266       0.53531800       0.53713339       0.31321511E-01
  12308.890       0.53360800       0.53600498       0.31531695E-01
  12310.533       0.53210300       0.53486408       0.31291656E-01
  12312.177       0.53067200       0.53372399       0.31277033E-01
  12313.820       0.52893367       0.53258471       0.31122243E-01
  12315.464       0.52706900       0.53144562       0.31346934E-01
  12317.127       0.52544400       0.53029415       0.31171244E-01
  12318.772       0.52379467       0.52915606       0.31063718E-01
  12320.436       0.52264000       0.52800561       0.30973641E-01
  12322.083       0.52084400       0.52686862       0.30757476E-01
  12323.748       0.51938833       0.52571931       0.30783972E-01
  12325.414       0.51808700       0.52457022       0.30935029E-01
  12327.079       0.51673333       0.52342273       0.30586666E-01
  12328.765       0.51542233       0.52226170       0.30280066E-01
  12330.431       0.51457433       0.52111538       0.30535567E-01
  12332.118       0.51372567       0.51995564       0.30503162E-01
  12333.785       0.51266533       0.51881053       0.30544471E-01
  12335.472       0.51192233       0.51765274       0.30952142E-01
  12337.159       0.51114533       0.51649587       0.30973265E-01
  12338.847       0.51047500       0.51533938       0.31041143E-01
  12340.554       0.50978500       0.51417088       0.30626462E-01
  12342.242       0.50887867       0.51301637       0.31062999E-01
  12343.933       0.50786600       0.51186088       0.31038416E-01
  12345.640       0.50702400       0.51069531       0.30996715E-01
  12347.349       0.50641767       0.50952944       0.30565149E-01
  12349.059       0.50579533       0.50836396       0.30988971E-01
  12350.769       0.50506400       0.50719947       0.30818128E-01
  12352.480       0.50457733       0.50603529       0.30872099E-01
  12354.209       0.50382667       0.50485979       0.30761586E-01
  12355.920       0.50295167       0.50369759       0.30631349E-01
  12357.650       0.50224733       0.50252341       0.30690354E-01
  12359.363       0.50132967       0.50136188       0.30688600E-01
  12361.094       0.50053233       0.50018839       0.30484320E-01
  12362.826       0.49979033       0.49901596       0.30505626E-01
  12364.577       0.49903267       0.49783152       0.30548093E-01
  12366.311       0.49836933       0.49665971       0.30486467E-01
  12368.045       0.49787633       0.49548888       0.30613300E-01
  12369.797       0.49701567       0.49430681       0.30815309E-01
  12371.551       0.49618233       0.49312446       0.30883987E-01
  12373.285       0.49544000       0.49195595       0.30861274E-01
  12375.039       0.49440233       0.49077555       0.30638560E-01
  12376.813       0.49381867       0.48958269       0.30696031E-01
  12378.569       0.49296000       0.48840298       0.30592634E-01
  12380.324       0.49187500       0.48722417       0.30762290E-01
  12382.099       0.49076700       0.48603359       0.30867847E-01
  12383.856       0.48970433       0.48485619       0.30925963E-01
  12385.632       0.48870500       0.48366629       0.30922452E-01
  12387.408       0.48781033       0.48247797       0.30753490E-01
  12389.187       0.48601267       0.48128875       0.30564038E-01
  12390.964       0.48478967       0.48010177       0.30905425E-01
  12392.761       0.48313633       0.47890180       0.30579020E-01
  12394.540       0.48202767       0.47771548       0.30717462E-01
  12396.337       0.48066400       0.47651740       0.30592739E-01
  12398.118       0.47936800       0.47533173       0.30226611E-01
  12399.918       0.47776067       0.47413430       0.30118551E-01
  12401.717       0.47624633       0.47293784       0.30236293E-01
  12403.517       0.47551433       0.47174234       0.30213281E-01
  12405.337       0.47374933       0.47053392       0.30051035E-01
  12407.138       0.47229367       0.46933967       0.30270694E-01
  12408.958       0.47097467       0.46813318       0.30511460E-01
  12410.762       0.46925733       0.46693897       0.30198430E-01
  12412.582       0.46790833       0.46573432       0.30180381E-01
  12414.406       0.46624567       0.46452877       0.30259377E-01
  12416.229       0.46462433       0.46332416       0.30053191E-01
  12418.052       0.46288000       0.46212110       0.30234600E-01
  12419.894       0.46159567       0.46090579       0.30119919E-01
  12421.720       0.45981133       0.45970269       0.30364263E-01
  12423.563       0.45828367       0.45848868       0.29995846E-01
  12425.389       0.45644933       0.45728685       0.30123838E-01
  12427.234       0.45502600       0.45607406       0.30020605E-01
  12429.080       0.45309833       0.45486094       0.29570279E-01
  12430.927       0.45176400       0.45364811       0.29615631E-01
  12432.774       0.45050533       0.45243685       0.29759127E-01
  12434.640       0.44831900       0.45121341       0.30252099E-01
  12436.488       0.44724300       0.45000269       0.29856864E-01
  12438.355       0.44592600       0.44878051       0.29787516E-01
  12440.223       0.44465700       0.44755920       0.29957824E-01
  12442.092       0.44370500       0.44633756       0.30304220E-01
  12443.961       0.44213367       0.44511684       0.29895387E-01
  12445.831       0.44070000       0.44389638       0.29992166E-01
  12447.702       0.43919700       0.44267624       0.29676006E-01
  12449.573       0.43790400       0.44145758       0.29812780E-01
  12451.464       0.43666000       0.44022622       0.29937199E-01
  12453.354       0.43540433       0.43899635       0.29733698E-01
  12455.227       0.43435300       0.43777857       0.29682167E-01
  12457.119       0.43326867       0.43654926       0.29856679E-01
  12459.013       0.43050200       0.43531961       0.29567387E-01
  12460.926       0.43043900       0.43407846       0.29552353E-01
  12462.819       0.42969033       0.43285125       0.29805733E-01
  12464.714       0.42812133       0.43162361       0.29848908E-01
  12466.628       0.42731700       0.43038456       0.29515152E-01
  12468.543       0.42618133       0.42914574       0.29299668E-01
  12470.439       0.42588600       0.42792014       0.29423155E-01
  12472.356       0.42464733       0.42668191       0.29617874E-01
  12474.273       0.42404167       0.42544448       0.29649973E-01
  12476.210       0.42297433       0.42419502       0.29279099E-01
  12478.127       0.42228200       0.42295869       0.29486002E-01
  12480.046       0.42167600       0.42172262       0.29435718E-01
  12481.984       0.42091800       0.42047518       0.29785738E-01
  12483.924       0.41992900       0.41922731       0.29309780E-01
  12485.863       0.41898533       0.41798094       0.29453416E-01
  12487.803       0.41783567       0.41673413       0.29433238E-01
  12489.744       0.41688400       0.41548823       0.29423098E-01
  12491.686       0.41599567       0.41424253       0.29453667E-01
  12493.628       0.41491100       0.41299773       0.29416140E-01
  12495.589       0.41391467       0.41174081       0.29545871E-01
  12497.533       0.41297067       0.41049644       0.29457565E-01
  12499.496       0.41170933       0.40923997       0.29868852E-01
  12501.460       0.41035067       0.40798439       0.29289988E-01
  12503.425       0.40935433       0.40672906       0.29241757E-01
  12505.389       0.40790900       0.40547447       0.29445279E-01
  12507.355       0.40659533       0.40422012       0.29316224E-01
  12509.321       0.40555267       0.40296594       0.29156391E-01
  12511.307       0.40395500       0.40170038       0.29039060E-01
  12513.293       0.40280200       0.40043505       0.29050931E-01
  12515.262       0.40122533       0.39918205       0.29200113E-01
  12517.250       0.40015233       0.39791710       0.29163612E-01
  12519.238       0.39880867       0.39665294       0.29314658E-01
  12521.228       0.39760167       0.39538900       0.29174844E-01
  12523.219       0.39611567       0.39412456       0.29370289E-01
  12525.229       0.39482300       0.39284940       0.29661883E-01
  12527.219       0.39339800       0.39158714       0.29315561E-01
  12529.230       0.39219033       0.39031233       0.29174206E-01
  12531.242       0.39095733       0.38903765       0.29282320E-01
  12533.236       0.38907067       0.38777589       0.29718165E-01
  12535.249       0.38775533       0.38650208       0.29374393E-01
  12537.264       0.38662233       0.38522789       0.29390035E-01
  12539.296       0.38469167       0.38394357       0.29581757E-01
  12541.312       0.38336300       0.38267030       0.29281077E-01
  12543.328       0.38163033       0.38139769       0.29149618E-01
  12545.363       0.37996567       0.38011382       0.29034338E-01
  12547.400       0.37832633       0.37882942       0.29213392E-01
  12549.438       0.37660867       0.37754583       0.28911068E-01
  12551.457       0.37525700       0.37627430       0.28798173E-01
  12553.513       0.37387733       0.37497957       0.29165092E-01
  12555.553       0.37255267       0.37369635       0.28977785E-01
  12557.593       0.37128800       0.37241386       0.29071785E-01
  12559.653       0.36999633       0.37111948       0.29264354E-01
  12561.695       0.36843933       0.36983726       0.28970750E-01
  12563.756       0.36673567       0.36854379       0.29145488E-01
  12565.799       0.36536033       0.36726241       0.29265120E-01
  12567.862       0.36393333       0.36596922       0.29144737E-01
  12569.926       0.36216333       0.36467558       0.29421005E-01
  12572.008       0.36076833       0.36337198       0.29185180E-01
  12574.074       0.35946833       0.36207920       0.29113268E-01
  12576.139       0.35821133       0.36078716       0.29044512E-01
  12578.225       0.35687033       0.35948341       0.28876251E-01
  12580.292       0.35537300       0.35819228       0.29066232E-01
  12582.379       0.35408400       0.35688878       0.29049323E-01
  12584.467       0.35264533       0.35558602       0.28936570E-01
  12586.556       0.35065500       0.35428283       0.29770513E-01
  12588.646       0.34938200       0.35298038       0.29708770E-01
  12590.735       0.34821867       0.35167923       0.29597111E-01
  12592.845       0.34676167       0.35036519       0.29846054E-01
  12594.937       0.34587567       0.34906324       0.29458539E-01
  12597.048       0.34492333       0.34775070       0.29609878E-01
  12599.161       0.34358500       0.34643718       0.29238800E-01
  12601.254       0.34269500       0.34513739       0.29411276E-01
  12603.368       0.34161833       0.34382475       0.29408756E-01
  12605.482       0.34077533       0.34251285       0.29603443E-01
  12607.617       0.33931167       0.34118869       0.29644959E-01
  12609.734       0.33818133       0.33987712       0.29409584E-01
  12611.850       0.33733200       0.33856630       0.29254931E-01
  12613.987       0.33617667       0.33724322       0.28951308E-01
  12616.125       0.33535500       0.33592035       0.28828523E-01
  12618.245       0.33434533       0.33460943       0.28817962E-01
  12620.384       0.33315033       0.33328745       0.28517280E-01
  12622.524       0.33206900       0.33196560       0.28241050E-01
  12624.665       0.33105400       0.33064396       0.28149274E-01
  12626.825       0.32971033       0.32931134       0.28126566E-01
  12628.967       0.32860267       0.32799059       0.27714477E-01
  12631.130       0.32806433       0.32665772       0.27574032E-01
  12633.274       0.32641000       0.32533730       0.27530504E-01
  12635.438       0.32545900       0.32400533       0.27767442E-01
  12637.604       0.32425767       0.32267295       0.27324793E-01
  12639.769       0.32315467       0.32134194       0.27546461E-01
  12641.935       0.32194933       0.32001053       0.27179442E-01
  12644.102       0.32060467       0.31867981       0.27038227E-01
  12646.271       0.31949867       0.31734868       0.27112596E-01
  12648.459       0.31826900       0.31600666       0.27108347E-01
  12650.629       0.31696900       0.31467594       0.26660061E-01
  12652.819       0.31569700       0.31333422       0.26850110E-01
  12654.989       0.31475800       0.31200501       0.26677980E-01
  12657.180       0.31326033       0.31066426       0.26638687E-01
  12659.374       0.31160200       0.30932195       0.26452065E-01
  12661.567       0.31023367       0.30798156       0.26666702E-01
  12663.779       0.30927200       0.30662965       0.26228411E-01
  12665.974       0.30695133       0.30528963       0.26524236E-01
  12668.171       0.30559433       0.30394865       0.25935067E-01
  12670.385       0.30416500       0.30259789       0.25928294E-01
  12672.603       0.30271833       0.30124618       0.25603140E-01
  12674.801       0.30102000       0.29990688       0.25510574E-01
  12677.019       0.29951733       0.29855616       0.25173442E-01
  12679.237       0.29802567       0.29720614       0.25428812E-01
  12681.458       0.29692767       0.29585579       0.25420244E-01
  12683.698       0.29572067       0.29449398       0.25308059E-01
  12685.920       0.29341600       0.29314395       0.25398057E-01
  12688.162       0.29167533       0.29178259       0.25267178E-01
  12690.386       0.29091833       0.29043293       0.25570937E-01
  12692.629       0.28974733       0.28907245       0.24946004E-01
  12694.873       0.28857067       0.28771218       0.25196722E-01
  12697.120       0.28705633       0.28635100       0.25524673E-01
  12699.366       0.28557833       0.28499112       0.25218755E-01
  12701.612       0.28435800       0.28363140       0.25427616E-01
  12703.860       0.28292933       0.28227191       0.24941450E-01
  12706.110       0.28170333       0.28091203       0.25364937E-01
  12708.379       0.28018800       0.27954137       0.25171379E-01
  12710.629       0.27835600       0.27818242       0.25049422E-01
  12712.900       0.27704000       0.27681216       0.24963565E-01
  12715.172       0.27521600       0.27544213       0.24848563E-01
  12717.444       0.27410433       0.27407226       0.24362795E-01
  12719.718       0.27262000       0.27270256       0.24635001E-01
  12721.993       0.27114233       0.27133308       0.24330624E-01
  12724.268       0.27003967       0.26996377       0.24490799E-01
  12726.563       0.26887433       0.26858320       0.24310876E-01
  12728.841       0.26765200       0.26721434       0.24771731E-01
  12731.138       0.26637667       0.26583417       0.24800111E-01
  12733.417       0.26540733       0.26446564       0.24623039E-01
  12735.716       0.26397200       0.26308641       0.24520138E-01
  12738.017       0.26269167       0.26170626       0.24337433E-01
  12740.318       0.26132333       0.26032689       0.24966472E-01
  12742.620       0.25968633       0.25894829       0.24515296E-01
  12744.924       0.25831100       0.25756871       0.24618335E-01
  12747.247       0.25685733       0.25617854       0.24474890E-01
  12749.551       0.25541400       0.25480050       0.24364844E-01
  12751.877       0.25285100       0.25341013       0.27155875E-01
  12754.182       0.25097867       0.25203302       0.27063665E-01
  12756.510       0.24957033       0.25064306       0.27408499E-01
  12758.838       0.24844400       0.24925386       0.27463698E-01
  12761.167       0.24704167       0.24786484       0.27125523E-01
  12763.496       0.24560733       0.24647605       0.27033583E-01
  12765.827       0.24424533       0.24508743       0.27142736E-01
  12768.180       0.24297367       0.24368654       0.27128393E-01
  12770.513       0.24196467       0.24229833       0.27031843E-01
  12772.865       0.24077033       0.24089898       0.27139741E-01
  12775.199       0.23952467       0.23951175       0.27296296E-01
  12777.556       0.23906733       0.23811162       0.26732968E-01
  12779.911       0.23826067       0.23671292       0.25985537E-01
  12782.269       0.23728300       0.23531379       0.26074177E-01
  12784.626       0.23582800       0.23391543       0.26021268E-01
  12786.985       0.23435700       0.23251671       0.26032783E-01
  12789.344       0.23282500       0.23111934       0.26021750E-01
  12791.724       0.23166600       0.22970973       0.26243695E-01
  12794.087       0.23008100       0.22831162       0.25949929E-01
  12796.470       0.22913867       0.22690196       0.26198376E-01
  12798.853       0.22740167       0.22549314       0.26062044E-01
  12801.216       0.22559633       0.22409698       0.25689650E-01
  12803.601       0.22463233       0.22268868       0.25816308E-01
  12805.987       0.22290100       0.22128074       0.25738487E-01
  12808.395       0.22126933       0.21986079       0.25089204E-01
  12810.783       0.21968567       0.21845355       0.25938426E-01
  12813.172       0.21740533       0.21704671       0.28033357E-01
  12815.583       0.21609600       0.21562788       0.28203775E-01
  12817.974       0.21477833       0.21422180       0.28625348E-01
  12820.385       0.21304200       0.21280494       0.28558479E-01
  12822.798       0.21180133       0.21138799       0.28876275E-01
  12825.192       0.21023067       0.20998327       0.28604932E-01
  12827.607       0.20898700       0.20856669       0.28485537E-01
  12830.022       0.20742300       0.20715176       0.28273002E-01
  12832.460       0.20604567       0.20572399       0.28424774E-01
  12834.877       0.20494433       0.20431015       0.28064799E-01
  12837.296       0.20372400       0.20289631       0.27644412E-01
  12839.735       0.20258500       0.20147135       0.27201293E-01
  12842.156       0.20101833       0.20005812       0.27232150E-01
  12844.598       0.19471133       0.19863441       0.35255884E-01
  12847.040       0.19053300       0.19721132       0.39519997E-01
  12849.484       0.18869033       0.19578893       0.40086916E-01
  12851.928       0.18527133       0.19436720       0.43201656E-01
  12854.375       0.18160967       0.19294511       0.47191917E-01
  12856.821       0.17950200       0.19152482       0.48063829E-01
  12859.268       0.17995933       0.19010531       0.44903896E-01
  12861.737       0.17693533       0.18867437       0.47348740E-01
  12864.186       0.18389233       0.18725642       0.33648813E-01
  12866.657       0.18702400       0.18582710       0.27581887E-01
  12869.108       0.18517867       0.18441078       0.27736443E-01
  12871.582       0.18329067       0.18298263       0.28433227E-01
  12874.054       0.18220333       0.18155696       0.28765535E-01
  12876.530       0.18042533       0.18013060       0.28584497E-01
  12879.005       0.17909433       0.17870571       0.28688427E-01
  12881.502       0.17731567       0.17727017       0.28435113E-01
  12883.980       0.17603467       0.17584719       0.28619000E-01
  12886.458       0.17423900       0.17442516       0.28202001E-01
  12888.958       0.17271033       0.17299265       0.28296644E-01
  12891.439       0.17149000       0.17157213       0.28316895E-01
  12893.941       0.16945633       0.17014171       0.28840320E-01
  12896.443       0.16825267       0.16871234       0.28864513E-01
  12898.949       0.16677100       0.16728302       0.29029000E-01
  12901.453       0.16559700       0.16585593       0.28002062E-01
  12903.959       0.16424400       0.16442939       0.28114502E-01
  12906.467       0.16252400       0.16300353       0.28175571E-01
  12908.975       0.16128400       0.16157991       0.28233124E-01
  12911.505       0.16005567       0.16014505       0.28114411E-01
  12914.014       0.15865500       0.15872381       0.28164308E-01
  12916.546       0.15740667       0.15729146       0.27774094E-01
  12919.079       0.15579633       0.15586044       0.27825696E-01
  12921.592       0.15439867       0.15444249       0.27983232E-01
  12924.127       0.15342200       0.15301411       0.28439216E-01
  12926.662       0.15176033       0.15158705       0.28027595E-01
  12929.199       0.15024200       0.15016135       0.27988464E-01
  12931.757       0.14912967       0.14872580       0.27990555E-01
  12934.297       0.14799533       0.14730243       0.28202748E-01
  12936.836       0.14650867       0.14588104       0.27524385E-01
  12939.399       0.14487233       0.14444879       0.27183821E-01
  12941.939       0.14389200       0.14303087       0.27446489E-01
  12944.504       0.14264367       0.14160173       0.27530582E-01
  12947.068       0.14148500       0.14017467       0.27640681E-01
  12949.635       0.13999800       0.13874862       0.27431968E-01
  12952.201       0.13857967       0.13732476       0.27388305E-01
  12954.769       0.13715700       0.13590200       0.27352172E-01
  12957.338       0.13591867       0.13448086       0.27558247E-01
  12959.908       0.13447700       0.13306137       0.27391249E-01
  12962.501       0.13321933       0.13163203       0.27621710E-01
  12965.072       0.13165367       0.13021652       0.27376055E-01
  12967.666       0.13032400       0.12879070       0.27406016E-01
  12970.240       0.12851267       0.12737821       0.27283800E-01
  12972.836       0.12700500       0.12595599       0.26896663E-01
  12975.432       0.12595060       0.12453558       0.27537595E-01
  12978.030       0.12415087       0.12311707       0.27168077E-01
  12980.630       0.12290327       0.12169994       0.27369609E-01
  12983.230       0.12176143       0.12028523       0.27749800E-01
  12985.831       0.12048570       0.11887189       0.27460040E-01
  12988.434       0.11916203       0.11746060       0.27598325E-01
  12991.059       0.11771630       0.11603936       0.27693073E-01
  12993.664       0.11661017       0.11463203       0.27629254E-01
  12996.291       0.11550367       0.11321490       0.27345057E-01
  12998.898       0.11376763       0.11181167       0.27696445E-01
  13001.526       0.11232473       0.11039927       0.27634571E-01
  13004.156       0.11076247       0.10898851       0.27797401E-01
  13006.786       0.10931500       0.10758043       0.27420400E-01
  13009.418       0.10757747       0.10617397       0.27401996E-01
  13012.051       0.10617103       0.10477030       0.27235251E-01
  13014.686       0.10450270       0.10336782       0.27413163E-01
  13017.342       0.10312600       0.10195698       0.27344420E-01
  13019.979       0.10156857       0.10055855       0.27097896E-01
  13022.637       0.10012590       0.99152380E-01   0.26971647E-01
  13025.275       0.98854367E-01   0.97759694E-01   0.27476532E-01
  13027.937       0.97548467E-01   0.96357291E-01   0.27098456E-01
  13030.599       0.95776800E-01   0.94957825E-01   0.27475221E-01
  13033.261       0.94420767E-01   0.93560793E-01   0.27237114E-01
  13035.926       0.92948200E-01   0.92165750E-01   0.26961699E-01
  13038.590       0.91605600E-01   0.90773769E-01   0.26941759E-01
  13041.257       0.90099733E-01   0.89383776E-01   0.27184358E-01
  13043.924       0.88638367E-01   0.87996372E-01   0.27187901E-01
  13046.594       0.87416267E-01   0.86611013E-01   0.27145313E-01
  13049.284       0.85678567E-01   0.85217950E-01   0.27092781E-01
  13051.954       0.84234767E-01   0.83838388E-01   0.27121075E-01
  13054.647       0.82606300E-01   0.82450240E-01   0.26902205E-01
  13057.343       0.81017133E-01   0.81064296E-01   0.26672959E-01
  13060.037       0.79595667E-01   0.79682070E-01   0.26646490E-01
  13062.714       0.78073867E-01   0.78311967E-01   0.26199447E-01
  13065.410       0.76371167E-01   0.76935330E-01   0.26361396E-01
  13068.110       0.75239000E-01   0.75560139E-01   0.26466873E-01
