MRCAT_XAFS V0.3 Datafile
"femag.001" created at APS Sector 10-ID on Sat Jun  9 09:54:35 2001
Ring energy= 7.00 GeV
E0= 7100.00
NUM_REGIONS= 1
SRB= 6900
SRSS= 1
SPP= 0.4
Settling time= 0

***** DATA : LN( I0/IT )    REFERENCE : LN( IT/IRef ) *****

Offsets= 0.00 11495.56 11977.89 306.44 11092.78 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
Gains= 8.00 6.00 7.00 9.00 7.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00
Fe K-edge 
Fe3O4 thin film
 
------------------------------------------------------------------------------------------------
   energy joerger_timer       Io       It       If     Iref 
 7440.4759  12890108 32287.5 94692.5 33805 51175
 7441.8424  12890445 32350 94930 33885 51195
 7443.2095  12890895 32130 94340 33697.5 50952.5
 7444.6243  12889370 32007.5 94042.5 33585 50800
 7445.9453  15468372 38660 113652.5 40632.5 60802.5
 7447.3139  12890050 32825 96540 34582.5 51280
 7448.6359  12890385 33452.5 98450 35267.5 52082.5
 7450.0056  12890120 33417.5 98405 35182.5 52037.5
 7451.4467  12890805 32827.5 96737.5 34602.5 51457.5
 7452.7702  12889518 32470 95747.5 34265 51177.5
 7454.1415  12890465 32115 94757.5 33895 50820
 7455.4659  15468040 39115 115510 41275 61592.5
 7456.8382  12890132 32835 97037.5 34612.5 51572.5
 7458.2111  12890210 31945 94477.5 33627.5 50457.5
 7459.6081  12890040 31927.5 94502.5 33665 50830
 7460.982   12890315 32050 94942.5 33785 51027.5
 7462.3327  12891070 32010 94902.5 33685 51077.5
 7463.6839  15468922 39375 116817.5 41370 62320
 7465.0593  12889012 32862.5 97580 34525 52120
 7466.459   12890405 32795 97455 34427.5 52180
 7467.8593  12890108 32232.5 95867.5 33855 51750
 7469.1888  12889682 32195 95807.5 33802.5 51872.5
 7470.5188  12890760 32497.5 96785 34130 52417.5
 7471.9444  12889782 32172.5 95877.5 33820 52002.5
 7473.2993  12890572 32625 97270 34312.5 52542.5
 7474.7259  15468620 38932.5 116177.5 40907.5 62995
 7476.0818  12889282 32657.5 97517.5 34332.5 52655
 7477.4382  12891532 32670 97620 34370 52770
 7478.7951  12889005 32620 97527.5 34312.5 52790
 7480.2001  12891470 32565 97430 34265 52835
 7481.5819  12888792 31765 95105 33435 52252.5
 7482.9642  12890905 31230 93570 32917.5 51835
 7484.3232  15467740 37785 113282.5 39792.5 62540
 7485.6588  12890675 31570 94727.5 33230 52220
 7487.0665  12889668 31527.5 94667.5 33192.5 52347.5
 7488.4987  12890690 31567.5 94852.5 33252.5 52362.5
 7489.8598  12889842 31650 95170 33375 52477.5
 7491.1974  12890848 31617.5 95125 33290 52552.5
 7492.5595  12889480 31352.5 94405 33047.5 52170
 7493.9699  15478352 37590 113245 39662.5 62780
 7495.3809  12880115 31515 95012.5 33272.5 52397.5
 7496.7446  12890535 31897.5 96225 33677.5 52837.5
 7498.1087  12889820 31765 95900 33562.5 52765
 7499.4974  12890900 31182.5 94207.5 32935 52120
 7500.8866  12889535 30860 93282.5 32612.5 51807.5
 7502.3242  12890698 30277.5 91582.5 32047.5 51220
 7503.6905  12889792 30000 90792.5 31740 51025
 7505.0813  15468022 36635 110955 38810 61752.5
 7506.4246  12890465 31222.5 94630 33067.5 52087.5
 7507.8404  12889925 31680 96075 33535 52525
 7509.2328  12890335 31552.5 95757.5 33387.5 52465
 7510.6257  12890195 31817.5 96617.5 33680 52530
 7511.9951  12890292 32292.5 98130 34192.5 53045
 7513.3651  12890265 32262.5 98107.5 34107.5 53032.5
 7514.7596  15468038 38670 117680 40957.5 63492.5
 7516.1546  12890618 31610 96272.5 33467.5 52312.5
 7517.5502  12889840 31017.5 94510 32902.5 51747.5
 7518.9223  12890535 31525 96120 33425 52350
 7520.3189  12889862 31365 95692.5 33250 52085
 7521.7161  12890630 30922.5 94407.5 32812.5 51610
 7523.1379  12889722 30612.5 93525 32517.5 51262.5
 7524.5362  15468185 36810 112537.5 39127.5 61555
 7525.9109  12890405 30842.5 94350 32747.5 51417.5
 7527.2861  12889945 30752.5 94157.5 32655 51302.5
 7528.6618  12890410 30862.5 94560 32752.5 51425
 7530.1105  12890070 30410 93227.5 32312.5 51012.5
 7531.5115  12890520 30712.5 94210 32645 51260
 7532.9372  12889900 30597.5 93922.5 32535 51180
 7534.2667  15468160 36790 113020 39065 61385
 7535.6692  12890630 30700 94375 32662.5 51205
 7537.1207  12889820 30607.5 94160 32550 51130
 7538.5002  12890355 30140 92780 32087.5 50640
 7539.9044  12890055 30270 93237.5 32202.5 50792.5
 7541.2365  12890350 30675 94550 32670 51237.5
 7542.5933  12890025 30520 94155 32445 51055
 7543.8536  12890468 29820 92055 31717.5 50372.5
 7545.1871  10312340 24195 74727.5 25742.5 40787.5
 7546.4969  12890392 30417.5 94015 32340 51012.5
 7547.8314  12889738 30460 94207.5 32380 51125
 7549.1663  12890628 30777.5 95252.5 32685 51297.5
 7550.5018  12889915 30580 94707.5 32512.5 51160
 7551.8135  12890432 30297.5 93905 32167.5 50765
 7553.1499  12890080 30142.5 93492.5 31980 50660
 7554.4625  10312108 23640 73365 25150 40072.5
 7555.7756  12890152 29890 92797.5 31807.5 50345
 7557.1135  12890490 30272.5 94060 32177.5 50697.5
 7558.4276  12889698 29590 92005 31450 49950
 7559.7908  12890588 29807.5 92727.5 31760 50212.5
 7561.1058  12889975 30485 94900 32435 50927.5
 7562.4456  12890695 30787.5 95905 32767.5 51170
 7563.8347  12890122 30987.5 96592.5 33025 51470
 7565.2487  12890175 30722.5 95825 32702.5 51207.5
 7566.6877  12890002 30617.5 95562.5 32642.5 51210
 7568.1028  12890278 30482.5 95195 32492.5 51037.5
 7569.5184  12889915 30450 95170 32467.5 51040
 7570.9102  15468045 36147.5 113067.5 38565 61000
 7572.3026  12890368 29597.5 92632.5 31625 50277.5
 7573.7198  12890040 29327.5 91842.5 31335 50195
 7575.1621  12890590 30210 94670 32272.5 51077.5
 7576.5805  12889755 30090 94372.5 32155 51092.5
 7577.975   12890502 30347.5 95225 32422.5 51215
 7579.37    15469635 37097.5 116477.5 39665 62280
 7580.7901  12888590 31212.5 98075 33347.5 52195
 7582.2106  12891170 31017.5 97527.5 33185 52005
 7583.5828  12889188 30870 97142.5 33032.5 51932.5
 7584.9554  12890502 30325 95475 32460 51485
 7586.3776  12890058 30690 96682.5 32885 51837.5
 7587.7758  12890365 30652.5 96627.5 32832.5 51722.5
 7589.1991  12889928 30845 97295 33077.5 51782.5
 7590.5739  12890405 30312.5 95682.5 32502.5 50170
 7592.0228  12890052 27832.5 87945 29740 45555
 7593.4724  12890372 29677.5 93755 31970 51067.5
 7594.8979  15468402 35637.5 112702.5 38265 61185
 7596.2993  12891350 29665 93870 31872.5 50752.5
 7597.7014  12889468 29242.5 92587.5 31452.5 50487.5
 7599.1039  12890128 29650 93925 31905 50877.5
 7600.5562  12889815 29567.5 93737.5 31812.5 50802.5
 7602.0091  12890118 29802.5 94535 32082.5 51037.5
 7603.4134  12890425 29472.5 93560 31757.5 50660
 7604.8181  15468605 36300 115297.5 39135 61687.5
 7606.248   12889390 30127.5 95767.5 32500 51270
 7607.6785  12891110 30147.5 95885 32477.5 51327.5
 7609.1342  12889445 29942.5 95307.5 32255 51020
 7610.5659  12891390 29697.5 94577.5 32035 50947.5
 7611.998   12889032 29492.5 93990 31790 50667.5
 7613.3814  12891570 29152.5 92960 31442.5 50337.5
 7614.7899  15467240 34435 109880 37175 59755
 7616.2485  12890255 29280 93477.5 31650 50280
 7617.7076  12890068 29747.5 95037.5 32125 50815
 7619.1673  12890442 29382.5 93950 31677.5 50350
 7620.5286  12889978 29122.5 93182.5 31422.5 50087.5
 7621.9646  12890378 29305 93827.5 31632.5 50152.5
 7623.3765  12890108 29527.5 94595 31867.5 50432.5
 7624.8632  12890565 29785 95482.5 32147.5 50682.5
 7626.301   15467372 35485 113852.5 38325 60452.5
 7627.7145  12890488 29380 94330 31707.5 50252.5
 7629.1286  12889920 29560 94970 31915 50352.5
 7630.5432  12890745 29527.5 94937.5 31892.5 50412.5
 7632.008   12889620 29747.5 95697.5 32122.5 50542.5
 7633.4485  12890785 30035 96687.5 32447.5 50897.5
 7634.8896  12889618 30482.5 98195 32945 51260
 7636.3064  15468400 36872.5 118870 39812.5 61915
 7637.7487  12890395 30410 98107.5 32840 51255
 7639.1666  12890038 30797.5 99415 33317.5 51617.5
 7640.6348  12890258 31027.5 100227.5 33495 51862.5
 7642.0788  12890122 29937.5 96792.5 32327.5 50867.5
 7643.5233  12890325 29362.5 94975 31727.5 50465
 7644.9185  12890052 29482.5 95427.5 31885 50437.5
 7646.3641  15468480 36127.5 117032.5 39092.5 61285
 7647.8102  12890795 29910 96952.5 32327.5 50817.5
 7649.2819  12889835 29397.5 95360 31807.5 50402.5
 7650.7542  12890122 28962.5 94002.5 31390 50047.5
 7652.1522  12889972 28762.5 93425 31115 49822.5
 7653.5756  12890330 29160 94760 31627.5 50290
 7655.0496  12890038 28932.5 94105 31362.5 50045
 7656.4992  15468098 35352.5 115047.5 38377.5 60597.5
 7657.9743  12890370 29962.5 97572.5 32505 50925
 7659.375   12890052 30062.5 97962.5 32600 50960
 7660.8013  12890262 30492.5 99432.5 33087.5 51345
 7662.2531  12890045 30477.5 99437.5 33080 51400
 7663.7306  12890472 30627.5 99980 33230 51490
 7665.1835  12890108 30222.5 98730 32807.5 51192.5
 7666.612   12890255 30452.5 99527.5 33077.5 51422.5
 7668.016   15468575 36555 119572.5 39730 61672.5
 7669.4957  12889892 30350 99342.5 33012.5 51260
 7670.9761  12890725 30350 99392.5 33015 51232.5
 7672.457   12889752 30240 99097.5 32907.5 51205
 7673.8632  12890472 30160 98887.5 32837.5 51100
 7675.2699  12889920 29600 97117.5 32235 50737.5
 7676.7777  12890372 29407.5 96532.5 32050 50470
 7678.2107  15467950 35947.5 118102.5 39195 61207.5
 7679.7197  12890112 29927.5 98377.5 32640 51052.5
 7681.1286  12890502 29965 98562.5 32655 50985
 7682.5632  12889850 29117.5 95837.5 31787.5 49972.5
 7684.0236  12890460 28942.5 95312.5 31622.5 50327.5
 7685.5098  12889982 29107.5 95907.5 31845 50535
 7686.9713  12890460 29135 96057.5 31845 50472.5
 7688.4335  15468202 34575 114080 37825 60400
 7689.8457  12891100 29632.5 97835 32415 51057.5
 7691.2837  12889345 28822.5 95230 31500 50310
 7692.7728  12889852 28450 94035 31170 50080
 7694.2625  12890522 28570 94497.5 31282.5 50015
 7695.7022  12890165 28147.5 93150 30830 49765
 7697.1172  12890460 28942.5 95850 31715 50690
 7698.5834  15468222 35365 117205 38760 61700
 7700.1006  12889972 29255 97017.5 32105 51290
 7701.5932  12890222 29792.5 98852.5 32670 51737.5
 7703.0105  12890722 29885 99222.5 32745 51912.5
 7704.4283  12889775 29412.5 97720 32275 51492.5
 7705.948   12890045 28842.5 95885 31565 50952.5
 7707.4176  12890422 27705 92165 30417.5 49725
 7708.9131  15468045 33110 110222.5 36387.5 58905
 7710.3332  12890100 28820 96025 31632.5 51287.5
 7711.7792  12890308 29000 96680 31835 51410
 7713.2511  12890020 29215 97472.5 32087.5 51762.5
 7714.749   12890408 29125 97222.5 31957.5 51595
 7716.1966  12890332 29452.5 98372.5 32372.5 51990
 7717.6703  12890185 29280 97855 32167.5 52012.5
 7719.1191  12890022 28762.5 96190 31615 51760
 7720.5939  15468272 34527.5 115557.5 37980 62052.5
 7722.0693  12890412 28887.5 96735 31765 51882.5
 7723.5708  12889905 28110 94225 30855 50827.5
 7724.9964  12890632 27990 93857.5 30790 51062.5
 7726.4736  12889842 28007.5 93980 30807.5 51415
 7727.9768  12890405 27557.5 92527.5 30342.5 50980
 7729.4806  12890015 28142.5 94555 30980 51652.5
 7730.934   15469282 33987.5 114267.5 37450 62215
 7732.3625  12889300 28992.5 97552.5 31912.5 52435
 7733.8425  12891338 29272.5 98555 32212.5 52715
 7735.3742  12889130 28960 97562.5 31927.5 52455
 7736.8299  12890258 29497.5 99422.5 32492.5 52992.5
 7738.2862  12890000 29812.5 100542.5 32845 53287.5
 7739.7431  12890032 29882.5 100827.5 32917.5 53530
 7741.226   15468265 35405 119527.5 38947.5 63802.5
 7742.7352  12891070 29227.5 98755 32265 53010
 7744.2194  12889425 29277.5 98990 32242.5 53145
 7745.6529  12891118 29482.5 99737.5 32570 53340
 7747.1639  12889238 30567.5 103482.5 33712.5 54365
 7748.6242  12891428 29935 101415 33030 53900
 7750.1619  12888858 30160 102252.5 33222.5 53922.5
 7751.6234  15468772 35160 119265 38790 64190
 7753.1111  12890075 29220 99177.5 32302.5 53380
 7754.5737  12890360 28997.5 98485 32040 53182.5
 7756.0626  12890158 29157.5 99087.5 32217.5 52822.5
 7757.5521  12890552 29302.5 99632.5 32422.5 53532.5
 7759.0421  12889725 29775 101307.5 32900 53992.5
 7760.5328  12890642 29467.5 100327.5 32587.5 53612.5
 7761.9726  15467490 35675 121542.5 39470 64540
 7763.4644  12890400 29102.5 99225 32220 53307.5
 7764.9825  12889982 29145 99410 32250 53492.5
 7766.4756  12890580 29250 99842.5 32435 53532.5
 7767.9434  12890470 29587.5 101055 32760 53887.5
 7769.4376  12889972 28810 98465 31935 53167.5
 7770.9066  12889762 28795 98462.5 31937.5 53125
 7772.402   15468515 34737.5 118865 38527.5 64102.5
 7773.9237  12890462 28847.5 98767.5 32040 53287.5
 7775.4203  12889848 28152.5 96462.5 31235 52692.5
 7776.8917  12890710 28262.5 96877.5 31435 52755
 7778.3378  12889742 28792.5 98770 31972.5 53235
 7779.8619  12890472 28172.5 96702.5 31307.5 52717.5
 7781.4126  12889928 28060 96357.5 31210 52477.5
 7782.8863  12890655 28442.5 97745 31627.5 52897.5
 7784.2829  12889882 28847.5 99187.5 32100 53192.5
 7785.706   12890320 29217.5 100520 32515 53340
 7787.1296  12890572 28820 99190 32082.5 53040
 7788.5278  12890008 28242.5 97260 31445 52402.5
 7789.9525  12890305 28372.5 97755 31592.5 52322.5
 7791.3777  12890000 28330 97677.5 31580 52572.5
 7792.7516  10311718 22445 77440 25000 41872.5
 7794.2038  12890300 27747.5 95782.5 30930 51882.5
 7795.5787  12890222 27905 96397.5 31120 52095
 7797.032   12890312 27460 94922.5 30665 51837.5
 7798.408   12890140 27732.5 95917.5 30960 51922.5
 7799.8624  12890038 27552.5 95340 30735 51762.5
 7801.2653  12892052 28067.5 97200 31352.5 52110
 7802.6948  10310972 22197.5 76917.5 24795 41427.5
 7804.0729  12889778 27462.5 95222.5 30687.5 51590
 7805.5294  12890278 26650 92472.5 29812.5 50807.5
 7806.9345  12890055 26787.5 92995 29945 50932.5
 7808.3401  12890322 27147.5 94292.5 30382.5 51177.5
 7809.7723  12890142 27240 94680 30467.5 51180
 7811.205   10311888 21795 75795 24362.5 40945
 7812.6383  12890548 26850 93427.5 30027.5 50847.5
 7814.02    12890055 26892.5 93632.5 30125 50835
 7815.4804  12890218 27550 95970 30877.5 51372.5
 7816.9935  12890020 27760 96750 31075 51402.5
 7818.4812  12890650 28000 97660 31312.5 51350
 7819.9695  15468520 33242.5 116017.5 37245 61355
 7821.4583  12889552 27640 96530 30942.5 51150
 7823.0262  12890458 27962.5 97707.5 31347.5 51417.5
 7824.5423  12890042 27920 97627.5 31300 51262.5
 7826.0591  12890462 27425 95960 30712.5 50862.5
 7827.5242  12889955 27042.5 94677.5 30340 50665
 7829.0684  12890560 26822.5 93960 30107.5 50532.5
 7830.5346  15468050 31902.5 111852.5 35762.5 60210
 7832.08    12889960 26220 91985 29402.5 49685
 7833.6523  12890272 26377.5 92587.5 29632.5 49822.5
 7835.1465  12890010 26932.5 94605 30247.5 50192.5
 7836.6413  12890578 27065 95115 30405 50400
 7838.1105  12890282 26787.5 94202.5 30055 50187.5
 7839.659   12889932 26392.5 92865 29635 49720
 7841.1556  15468575 31847.5 112140 35772.5 59910
 7842.7316  12889715 26282.5 92607.5 29542.5 49597.5
 7844.2557  12890752 26015 91720 29242.5 49140
 7845.7542  12889825 26322.5 92850 29612.5 49372.5
 7847.2795  12890712 26487.5 93505 29782.5 49605
 7848.7528  12889680 26400 93235 29705 49467.5
 7850.3056  12890552 26692.5 94335 30032.5 49560
 7851.8064  15468100 32067.5 113415 36067.5 59462.5
 7853.3869  12889838 26240 92865 29535 49120
 7854.9153  12890332 25565 90520 28767.5 48547.5
 7856.4179  12890168 25632.5 90815 28880 48357.5
 7857.9211  12890320 25802.5 91467.5 29097.5 48650
 7859.3986  12890055 25297.5 89742.5 28512.5 48300
 7860.9558  12890432 24975 88652.5 28155 47895
 7862.4872  15470810 30337.5 107765 34220 57712.5
 7864.0457  12888242 25050 89027.5 28292.5 47830
 7865.5784  12889472 24775 88120 27952.5 47672.5
 7867.1117  12889960 24790 88212.5 28005 47505
 7868.5927  12890558 24835 88425 28072.5 47590
 7870.0478  12889992 24577.5 87565 27765 47455
 7871.5829  12890585 24522.5 87407.5 27722.5 47345
 7873.0922  12889795 24737.5 88235 27990 47462.5
 7874.655   15468408 29532.5 105415 33407.5 56570
 7876.2184  12890300 24415 87195 27627.5 46950
 7877.756   12890110 24310 86880 27520 46852.5
 7879.2677  12890462 24575 87862.5 27807.5 46842.5
 7880.78    12889995 24620 88092.5 27865 46835
 7882.3194  12890402 24085 86230 27280 46400
 7883.8329  12889855 23725 84982.5 26905 46087.5
 7885.4002  12890325 23732.5 85060 26940 46017.5
 7886.968   15468258 28645 102742.5 32542.5 55095
 7888.51    12890102 23357.5 83840 26495 45537.5
 7890.0259  12890215 23157.5 83170 26277.5 45302.5
 7891.5159  12890480 23090 82985 26212.5 45152.5
 7893.0596  12889948 22847.5 82150 25952.5 44902.5
 7894.5774  12890118 22810 82080 25942.5 44712.5
 7896.1757  12890405 23122.5 83222.5 26300 44922.5
 7897.748   15468900 28020 100930 31832.5 53447.5
 7899.2676  12889382 22910 82570 26107.5 43477.5
 7900.7879  12890660 23310 84070 26497.5 44642.5
 7902.3087  12889792 23037.5 83135 26220 44277.5
 7903.8568  12890488 23175 83692.5 26445 44372.5
 7905.3789  12889948 23125 83547.5 26352.5 44167.5
 7906.9817  12890645 23515 85002.5 26807.5 44422.5
 7908.5317  15467855 27995 101272.5 31887.5 52905
 7910.0824  12891098 23075 83532.5 26300 43695
 7911.5802  12889295 22967.5 83187.5 26182.5 43537.5
 7913.1053  12891445 22717.5 82332.5 25935 43037.5
 7914.7114  12889228 22587.5 81927.5 25775 42977.5
 7916.2378  12890115 22392.5 81247.5 25562.5 42925
 7917.8451  12890048 22265 80842.5 25415 42505
 7919.3728  15468632 26080 94760 29802.5 50507.5
 7920.901   12889572 21547.5 78325 24617.5 41812.5
 7922.4298  12891135 21400 77845 24440 41520
 7923.9593  12889355 21737.5 79112.5 24857.5 41612.5
 7925.5431  12891010 21760 79242.5 24857.5 41520
 7927.1275  12889292 21367.5 77862.5 24437.5 41200
 7928.6857  12891628 21340 77797.5 24407.5 41202.5
 7930.1908  15467172 25170 91840 28812.5 48672.5
 7931.7502  12890342 21037.5 76815 24107.5 40370
 7933.2834  12890002 20672.5 75527.5 23692.5 39562.5
 7934.871   12890578 20440 74715 23430 39605
 7936.4593  12889918 20625 75432.5 23670 39717.5
 7937.9943  12890568 20210 73962.5 23152.5 39195
 7939.53    12889672 20345 74490 23332.5 39207.5
 7941.0393  15478118 23985 87885 27527.5 46765
 7942.6302  12880232 20080 73610 23055 38827.5
 7944.1947  12890452 20105 73750 23095 38822.5
 7945.7868  12890408 20025 73502.5 23005 38595
 7947.3256  12890028 20197.5 74170 23185 38412.5
 7948.892   12889838 20045 73667.5 23000 38220
 7950.405   12890702 19732.5 72560 22655 38102.5
 7951.9727  12889862 19795 72837.5 22767.5 37945
 7953.5951  15468235 23507.5 86552.5 27007.5 45122.5
 7955.1641  12890522 19170 70635 22072.5 37142.5
 7956.7066  12889925 18995 70025 21857.5 36895
 7958.2498  12890532 18967.5 69957.5 21812.5 36907.5
 7959.7936  12890078 18707.5 69042.5 21550 36665
 7961.3922  12890282 18760 69262.5 21625 36477.5
 7962.9914  12889980 18555 68570 21375 36322.5
 7964.5371  12890545 18495 68367.5 21297.5 36075
 7966.1106  15467955 21940 81182.5 25350 42812.5
 7967.6575  12889940 18502.5 68487.5 21342.5 35780
 7969.205   12890575 18350 67967.5 21142.5 35585
 7970.8347  12889772 18227.5 67560 21045 35357.5
 7972.4107  12890552 18055 66960 20820 35190
 7973.9874  12889762 17602.5 65325 20347.5 34842.5
 7975.5103  12890502 17702.5 65737.5 20435 34770
 7977.0882  15468340 21362.5 79372.5 24702.5 41557.5
 7978.7212  12889930 17860 66412.5 20657.5 34465
 7980.2732  12890478 17647.5 65657.5 20417.5 34187.5
 7981.8258  12889938 17500 65140 20242.5 34150
 7983.3518  12890480 17140 63837.5 19860 33622.5
 7984.9329  12890025 17167.5 63980 19870 33475
 7986.542   12890188 16915 63085 19590 33335
 7988.1244  15468425 20320 75827.5 23547.5 39727.5
 7989.7075  12890105 16995 63455 19682.5 33067.5
 7991.2639  12890390 17187.5 64200 19950 32987.5
 7992.8209  12890148 16917.5 63240 19622.5 32672.5
 7994.4333  12890215 16970 63472.5 19682.5 32607.5
 7996.0189  12890035 16667.5 62382.5 19342.5 32282.5
 7997.6052  12890412 16505 61807.5 19160 32240
 7999.1648  15468092 19710 73847.5 22867.5 38382.5
 8000.725   5329962.5 6805 25510 7900 13142.5
